uid;slug;titre;description;date_debut;date_fin;horaires;dates_texte;lieu_nom;adresse;code_postal;commune;latitude;longitude;categorie;gratuit;image_url;url_source;agenda_source;date_extraction
77890233;la-jeunesse-bouquine-atelier-creatif-pop-up-8368439;La Jeunesse bouquine - Atelier créatif pop-up;La Jeunesse bouquine - Atelier créatif pop-up;2026-04-22;2026-04-22;00:00–23:59;Mercredi 22 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
90532311;atelier-famille-soins-du-corps-au-moyen-age-a-la-commanderie-darville;"Atelier famille ""Soins du corps au Moyen-âge"" à la Commanderie d'Arville";Patricia Santos, esthéticienne, revient sur ces idées reçues et propose aux participants la confection d’un sachet de sels de bains inspirés de recettes d’époque médiévale. Atelier famille « Soins du;2026-04-22;2026-04-22;00:00–23:59;Mercredi 22 avril, 00h00;Commanderie templière d'Arville1 ALLEE DE LA COMMANDERIEArville;41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.06382;0.94781;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
51916330;le-printemps-vendomois-a-vendome;Le Printemps Vendômois à Vendôme;Le Printemps Vendômois à la Chapelle Saint-Jacques. Le Printemps Vendômois à Vendôme. Le salon réunit 9 artistes de renom, dont 6 peintres et 3 sculpteurs. Pour l’édition 2026, les peintres invités so;2026-04-23;2026-04-26;11:00–19:00;23 - 26 avril;Chapelle Saint-Jacques;56 Rue du Change, 41100 Vendôme;41100;Vendôme;47.79358;1.067634;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
76787682;apres-midi-ludique-6070385;Après-midi ludique;Après-midi ludique;2026-04-24;2026-04-24;00:00–23:59;Vendredi 24 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Jeu;;;;Territoires Vendômois;2026-04-07
93905598;partage-de-lectures-7717906;Partage de lectures;Partage de lectures;2026-04-24;2026-04-24;00:00–23:59;Vendredi 24 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
2591818;grand-gala-festival-de-magie-a-vendome-6114567;Grand gala festival de Magie à Vendôme;L’association Loir Événements propose des spectacles variés – humour, théâtre, chanson – accessibles à tous les publics. Ces représentations, principalement organisées au Minotaure de Vendôme, viennen;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Minotaure;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791978;1.071733;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
11837900;heure-du-conte-3252203;Heure du conte;Heure du conte;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Heure du conte;;;;Territoires Vendômois;2026-04-07
16979965;la-jeunesse-bouquine-atelier-recreatif-5080661;La Jeunesse bouquine ! - Atelier récréatif;La Jeunesse bouquine ! - Atelier récréatif;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
19522016;atelier-creatif-mosaique-a-montoire-sur-le-loir;Atelier créatif - mosaïque à Montoire-sur-le Loir;Moment créatif dans votre médiathèque. Atelier créatif - mosaïque à Montoire-sur-le Loir. Initiation à l’art de la mosaïque avec des gommettes. Pour les 3 -7 ans et sur réservation.;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Médiathèque Nef EuropaQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751889;0.861139;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
24785749;festillesime-41-les-petits-chanteurs-dasnieres-et-les-poppys-a-sarge-sur-braye;Festillésime 41 - Les Petits Chanteurs d’Asnières et les Poppys à Sargé-sur-Braye;Festillésime 41 propose près de 100 spectacles (musique, théâtre, danse) dans plus de 90 communes du Loir-et-Cher. Porté par le conseil départemental, ce dispositif soutient la diffusion culturelle en;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Église Saint-Cyr;22 Rue Roger Reboussin, 41170 Sargé-sur-Braye;41170;Sargé-sur-Braye;47.924277;0.85107;Concert;;;;Territoires Vendômois;2026-04-07
43805670;magie-spectacle-pour-enfants-la-confiserie-magique-a-vendome;Magie spectacle pour enfants « la Confiserie Magique » à Vendôme;L’association Loir Événements propose des spectacles variés – humour, théâtre, chanson – accessibles à tous les publics. Ces représentations, principalement organisées au Minotaure de Vendôme, viennen;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Minotaure;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791978;1.071733;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
81021060;atelier-couture-6951322;Atelier couture;Atelier couture;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
90819023;lecture-creative-5876562;Lecture créative;Lecture créative;2026-04-25;2026-04-25;00:00–23:59;Samedi 25 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
7335241;vide-greniers-a-pezou;Vide-greniers à Pezou;Nos villages organisent une multitude de vide-greniers, bric-à-brac, brocantes et autres foires à tout. Vide-greniers à Pezou. Vous aimez chiner ? Ne manquez pas cet événement ! Ce dimanche on vous do;2026-04-26;2026-04-26;00:00–23:59;Dimanche 26 avril, 00h00;Centre bourg;41100 Pezou;41100;Pezou;47.866005;1.141666;Vide greniers Braderie;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
10361306;4eme-randonnee-des-moulins-a-perigny;4ème randonnée des moulins à Périgny;Prenons un bon bol d'air à Périgny ! 4ème randonnée des moulins à Périgny. 3 parcours : 9 - 15 -20 km. Casse croute à mi parcours et pot de l’amitié à l’arrivée.;2026-04-26;2026-04-26;00:00–23:59;Dimanche 26 avril, 00h00;Lavoir;41100 Périgny;41100;Périgny;47.74054;1.14958;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
62862246;randonnee-pedestre-a-chauvigny-du-perche;Randonnée pédestre à Chauvigny-du-Perche;Belle balade dans le Perche Vendômois ! Randonnée pédestre à Chauvigny-du-Perche. Trois parcours de : 10, 15 et 21 km. Chiens tenus en laisse. Organisé par Chauvigny en fête.;2026-04-26;2026-04-26;00:00–23:59;Dimanche 26 avril, 00h00;Rendez-vous silo;41270 Chauvigny-du-Perche;41270;Chauvigny-du-Perche;47.95778;1.07894;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
90269464;assemblee-du-biquet-aux-essarts-9952160;Assemblée du biquet aux Essarts;Traditionnelle fête du biquet aux Essarts ! Assemblée du biquet aux Essarts. Animations diverses : défilé de vieux tracteurs, cuisson du pain dans le four du village et brocante avec emplacements grat;2026-04-26;2026-04-26;00:00–23:59;Dimanche 26 avril, 00h00;Les Essarts;41800 Les Essarts;41800;Les Essarts;47.733278;0.718864;Brocante;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
35230754;lhectare-imaginer-la-pluie-a-vendome-3958176;"L'Hectare ""Imaginer la pluie"" à Vendôme";Daniel Calvo Funes, l’un des metteurs en scène, s’est intéressé à l’oeuvre de Werner Strub, grand facteur de masques en fil et ficelles. Pour ce nouveau spectacle, il souhaite s’inspirer de cette esth;2026-04-28;2026-04-28;00:00–23:59;Mardi 28 avril, 00h00;Le Minotaure / Théâtre;8 Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791968;1.071734;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
66424318;clap41-mufasa-le-roi-lion-a-saint-amand-longpre;Clap41 - Mufasa : Le Roi Lion à Saint-Amand-Longpré;Clap 41 est une nouvelle offre cinématographique du conseil départemental destinée aux territoires ruraux. Avec ce dispositif, le département favorise l'accès au cinéma gratuit pour les Loir-et-Chérie;2026-04-28;2026-04-28;00:00–23:59;Mardi 28 avril, 00h00;Salle des fêtes;Rue Jules Ferry, 41310 Saint-Amand-Longpré;41310;Saint-Amand-Longpré;47.691017;1.014669;Spectacle;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
13157719;la-jeunesse-bouquine-atelier-creatif-mosaique-6252523;La Jeunesse bouquine ! - Atelier créatif mosaïque;La Jeunesse bouquine ! - Atelier créatif mosaïque;2026-04-29;2026-04-29;00:00–23:59;Mercredi 29 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
53041711;la-jeunesse-bouquine-atelier-creatif-mosaique-9377442;La Jeunesse bouquine ! - Atelier créatif mosaïque;La Jeunesse bouquine ! - Atelier créatif mosaïque;2026-04-29;2026-04-29;00:00–23:59;Mercredi 29 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Atelier;;;;Territoires Vendômois;2026-04-07
56827977;atelier-creatif-mosaique-a-montoire-sur-le-loir-5552670;Atelier créatif mosaïque à Montoire-sur-le Loir;Moment créatif dans votre médiathèque. Atelier créatif mosaïque à Montoire-sur-le Loir. Atelier animé par Constance Joliff Gilquin (artiste mural elle réalise des fresques peintes, des crédences en cé;2026-04-29;2026-04-29;00:00–23:59;Mercredi 29 avril, 00h00;Médiathèque Nef EuropaQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751889;0.861139;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
82346010;heure-du-conte-8028350;Heure du conte;Heure du conte;2026-04-29;2026-04-29;00:00–23:59;Mercredi 29 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Heure du conte;;;;Territoires Vendômois;2026-04-07
42597298;charivari-jazz-festival-en-vendomois;Charivari jazz festival en Vendômois;Semaine sonore et numérique en Vendômois Charivari jazz festival en Vendômois. Ateliers, concerts, improvisation. Le Charivari invite cette année encore à explorer l’insolite à travers concerts hybrid;2026-04-30;2026-05-03;00:00–23:59;30 avril - 3 mai;En Vendômois;41100 Vendôme;41100;Vendôme;47.797799;1.059645;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
23544095;marche-de-printemps-aux-hayes;Marché de printemps aux Hayes;Présence d'artisans et commerçants. Marché de printemps aux Hayes. Artisans et commerçants, buvette, harengs grillés pomme de terre. Assiette d'huitres et son verre de vin blanc (attention l'abus d'al;2026-05-01;2026-05-01;00:00–23:59;Vendredi 1 mai, 00h00;"La Roche - ""Le Gouffre""";41800 Les Hayes;41800;Les Hayes;47.71508;0.77636;Marché;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
94539309;29eme-festival-de-vendome;29ème Festival de Vendôme;Un rendez-vous incontournable pour les amateurs de musique, à vivre au cœur de Vendôme. 29ème Festival de Vendôme. La 29ᵉ édition du Festival de Vendôme promet une programmation riche et éclectique. E;2026-05-02;2026-05-10;00:00–23:59;2 - 10 mai;Le Minotaure - 3ème Volume;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.792013;1.07151;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
11301208;lart-de-dessiner-des-fleurs-a-marcilly-en-beauce;L’art de dessiner des fleurs à Marcilly-en-Beauce;Tous à vos crayons ! L’art de dessiner des fleurs à Marcilly-en-Beauce. Que vous soyez simple curieux, amateur de croquis ou dessinateur confirmé, venez vivre un moment privilégié au cœur de l’Espace;2026-05-02;2026-05-02;00:00–23:59;Samedi 2 mai, 00h00;RV devant la mairie;41100 Marcilly-en-Beauce;41100;Marcilly-en-Beauce;47.76345;1.001536;Nature et détente;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
70135496;stage-laine-feutree-sac-a-main-niveau-2-a-boursay;Stage laine feutrée : sac à main (niveau 2) à Boursay;Lors de cet atelier, de niveau 2, vous pourrez revoir différentes techniques abordées lors des ateliers précédents. Stage laine feutrée : sac à main (niveau 2) à Boursay. Assemblage de cordon (pièce r;2026-05-02;2026-05-02;00:00–23:59;Samedi 2 mai, 00h00;Maison Botanique;8 Rue des Écoles, 41270 Boursay;41270;Boursay;48.01833;0.96891;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59692975;visite-commentee-de-la-cite-medievale-et-troglodytique-de-troo-3898649;Visite commentée de la cité médiévale et troglodytique de Trôo;Visite proposée le 1er dimanche de mai à octobre. Visite commentée de la cité médiévale et troglodytique de Trôo. Cette visite de 2h/2h30 vous permettra de découvrir l'histoire de la cité de Jules Cés;2026-05-03;2026-07-01;00:00–23:59;3 mai - 1 juillet;Départ : de la Collégiale;41800 Troo;41800;Troo;47.777677;0.792695;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
56278076;devenez-conducteur-poids-lourd-hf-1803261;Devenez conducteur poids lourd h/f !;Réunion d'informations pour le Titre Professionnel Conducteur Routier de Marchandises sur Porteur (Permis C) qui se déroulera au sein de Promotrans à St Ouen, à compter du mois d'août. Prévoir les;2026-05-05;2026-05-05;09:30–12:00;Mardi 5 mai, 09h30;Saint-Ouen - Agence VENDOME;41100 Saint-Ouen, 41100 Saint-Ouen;41100;Saint-Ouen;47.821545;1.076601;"['#TousMobilisés' | 'Découverte formation' | ""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
98140522;lhectare-lours-a-vendome;L'Hectare - L'ours à Vendôme;Dans un atelier de fabrique d’histoires, deux comédiens nous racontent celle de l’Ours. L'Hectare - L'ours à Vendôme. L’un dessine et l’autre anime les personnages. Nous découvrons -presque en même te;2026-05-05;2026-05-06;19:00–19:45;5 et 6 mai;Le Minotaure / 3ème Volume;8 Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791968;1.071734;Marionnette;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
87308376;preparez-un-cap-maroquinerie-en-apprentissage-4352726;Préparez un CAP Maroquinerie en apprentissage !;Une réunion est organisée pour vous présenter la formation CAP Maroquinerie en apprentissage, à compter de la rentrée de septembre au Lycée Ampère de Vendôme. Les entreprises qui recrutent seront p;2026-05-06;2026-05-06;10:00–13:00;Mercredi 6 mai, 10h00;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;['#TousMobilisés' | 'Recrutement' | 'Découverte secteur / métier' | 'Découverte formation'];;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
19023490;vos-allocations-conseils-actualisation-paiement-on-vous-dit-tout-9157939;VOS ALLOCATIONS : conseils, actualisation, paiement, on vous dit tout !;Vous vous posez des questions sur vos allocations, l'actualisation ou la reprise d'emploi ? Cette réunion vous permet d'y voir clair, simplement et concrètement, sur vos démarches à France Travail.;2026-05-06;2026-05-06;14:30–15:15;Mercredi 6 mai, 14h30;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;"[""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
52008833;13eme-salon-troglodytique-des-metiers-dart-et-des-artistes-a-troo;13ème salon troglodytique des métiers d'art et des artistes à Trôo;Trôo d'artistes à ce salon ! 13ème salon troglodytique des métiers d'art et des artistes à Trôo. Une trentaine d'artistes et métier d'art exposeront leurs créations dans des lieux insolites à Trôo. Bu;2026-05-10;2026-05-10;00:00–23:59;Dimanche 10 mai, 00h00;Troo;Rue HauteRue Haute, 41800 Troo;41800;Troo;47.775963;0.792407;Brocantes | foires et marchés;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
70273081;lhectare-lubiana-a-vendome-3213852;"L'Hectare ""Lubiana"" à Vendôme";"Belgo – Camerounaise, Lubiana fait son grand retour sur scène avec Terre Rouge. L'Hectare ""Lubiana"" à Vendôme. Ce nouvel album est intimement lié à une reconnexion à ses racines africaines : « Il y a";2026-05-12;2026-05-12;00:00–23:59;Mardi 12 mai, 00h00;Le Minotaure / Théâtre;8 Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791968;1.071734;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
72631829;clap-41-un-ptit-truc-en-plus-a-pray;Clap 41 - Un p’tit truc en plus à Pray;Clap 41, c'est le cinéma itinérant gratuit du conseil départemental destiné aux territoires ruraux. Pour échapper à la police, un fils et son père en cavale sont contraints de trouver refuge dans une;2026-05-12;2026-05-12;00:00–23:59;Mardi 12 mai, 00h00;Salle communale;5 Rue Pierre de Ronsard, 41190 Pray;41190;Pray;47.677045;1.116065;Spectacle;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
10947249;31eme-rencontre-nationale-des-2cv-clubs-de-france-a-villiers-sur-loir;31ème rencontre nationale des 2CV Clubs de France à Villiers-sur-Loir;En mai 2026, Villiers-sur-Loir accueillera le grand rassemblement national de 2CV. Un week-end 100 % festif vous attend ! 31ème rencontre nationale des 2CV Clubs de France à Villiers-sur-Loir. Passion;2026-05-14;2026-05-16;00:00–23:59;14 - 16 mai;Plan d'eau de Villiers;41100 Villiers-sur-Loir;41100;Villiers-sur-Loir;47.798352;0.99033;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
99643622;ateliers-autour-du-sureau-a-boursay-1622525;Ateliers autour du sureau à Boursay;Venez apprendre à reconnaître cet arbre et découvrir tout ce que l’on peut faire avec ! Ateliers autour du sureau à Boursay. Dans le cadre de la fête de la nature qui aura lieu sur le site fleuri et e;2026-05-20;2026-05-20;00:00–23:59;Mercredi 20 mai, 00h00;Maison Botanique;8 Rue des Écoles, 41270 Boursay;41270;Boursay;48.01833;0.96891;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
46701040;tournoi-de-pentecote-a-montoire-sur-le-loir;Tournoi de Pentecôte à Montoire-sur-le Loir;De nombreux clubs sont attendus. Tournoi de Pentecôte à Montoire-sur-le Loir. Notre tournoi de football, réparti sur deux jours, rassemblera les catégories U7, U9, U11, U13 et U15 dans une ambiance sp;2026-05-23;2026-05-24;00:00–23:59;23 et 24 mai;Complexe sportif;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.74755;0.874092;Compétition sportive;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
63437355;marche-aux-plantes-et-produits-du-terroir;Marché aux plantes et produits du terroir;C’est l’occasion de réunir de nombreux exposants qui profitent de cette manifestation pour présenter et vendre leurs plantes, ravir les papilles des visiteurs avec des produits gastronomiques ou encor;2026-05-23;2026-05-24;00:00–23:59;23 et 24 mai;Jardin du Plessis SasnièresJardin du Plessis Sasnières;3 allée Rosamée Henrion, 41310 Sasnières;41310;Sasnières;47.719342;0.932186;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
51180831;clap-41-la-plus-precieuse-des-marchandises-a-thore-la-rochette;Clap 41 - La plus précieuse des marchandises à Thoré-La-Rochette;Clap 41, c'est le cinéma itinérant gratuit du conseil départemental destiné aux territoires ruraux. Il était une fois, dans un grand bois, un pauvre bûcheron et une pauvre bûcheronne. Un jour, la pauv;2026-05-26;2026-05-26;00:00–23:59;Mardi 26 mai, 00h00;Zone i380 Le Moulin;41100 Thoré-la-Rochette;41100;Thoré-la-Rochette;47.770741;0.951862;Spectacle;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
58032755;ciclic-animation-lecole-du-regard-road-trip-a-vendome;Ciclic Animation - L'Ecole du regard : Road Trip à Vendôme;Présentée comme un atelier participatif, l’École du regard invite le public à découvrir une sélection de courts métrages originaux sur un thème donné. Ciclic Animation - L'Ecole du regard : Road Trip;2026-05-28;2026-05-28;00:00–23:59;Jeudi 28 mai, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
80688528;triathlon-des-coteaux-du-vendomois-a-villiers-sur-loir;Triathlon des Coteaux du Vendômois à Villiers-sur-Loir;Le triathlon des Coteaux du Vendômois vous proposera le meilleur du sport : la convivialité, la découverte et le plaisir… ainsi que le plus exigeant : l’effort et le dépassement de soi. Triathlon des;2026-05-30;2026-05-31;00:00–23:59;30 et 31 mai;Plan d'eau;41100 Villiers-sur-Loir;41100;Villiers-sur-Loir;47.800751;0.990636;Compétition sportive;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
6922103;balade-au-chateau-de-fontainebleau;B.A.L.A.D.E. au château de Fontainebleau;L’association B.A.LA.D.E. invite tous les amoureux de la nature et de l’histoire à participer à une excursion exceptionnelle au château de Fontainebleau. Avec plus de 1 500 pièces réparties au cœur de;2026-05-30;2026-05-30;00:00–23:59;Samedi 30 mai, 00h00;Départ : Pôle Multimodal - Gare SNCF (TER) 7-;9 Boulevard de Trémault à Vendôme, 41100 Vendôme;41100;Vendôme;47.801866;1.067866;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
16622155;ciclic-animation-cine-magie-les-yeux-au-ciel-a-vendome;"Ciclic Animation - Ciné-magie : ""Les Yeux au ciel"" à Vendôme";"Projection précédé d'un spectacle de magie par Soria Ieng, magicienne de la Maison de la magie de Blois. Ciclic Animation - Ciné-magie : ""Les Yeux au ciel"" à Vendôme. Les étoiles et le ciel ne cessero";2026-05-30;2026-05-30;00:00–23:59;Samedi 30 mai, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
27352964;tandem-flore-et-insectes-a-vallee-de-ronsard;Tandem flore et insectes à Vallée de Ronsard;Cette année, nous vous proposons de découvrir quelques interactions et liens importants entre plantes et insectes lors d’une balade. Tandem flore et insectes à Vallée de Ronsard. Dans le très beau cad;2026-05-30;2026-05-30;00:00–23:59;Samedi 30 mai, 00h00;Maison natale de Ronsard;41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.746772;0.692579;Nature et détente;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
63000963;decouverte-de-la-biodiversite-et-de-la-ferme-des-trois-chemins-a-couetron-au-perche;Découverte de la biodiversité et de la Ferme des trois chemins à Couëtron-au-Perche;Animation proposée dans le cadre de la fête de la fraise. Découverte de la biodiversité et de la Ferme des trois chemins à Couëtron-au-Perche. A l’occasion de la Fête de la Fraise, retrouvez nous pour;2026-05-30;2026-05-30;00:00–23:59;Samedi 30 mai, 00h00;Ferme des trois cheminLes TroncsSaint-Agil;41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.032676;0.910611;Nature et détente;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
76659737;ciclic-animation-le-tour-du-monde-en-4-courts-metrages-en-presence-delsa-duhamel-realisatrice-a-vendome;"Ciclic Animation - ""Le Tour du monde en 4 courts métrages"" : en présence d'Elsa Duhamel, réalisatrice à Vendôme";Tel une échappée à travers le monde, ce programme de courts métrages ouvre les frontières et les regards, voyageant du Vietnam à l’Iran en passant par la jungle, sans oublier un détour par une planète;2026-06-02;2026-06-02;00:00–23:59;Mardi 2 juin, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
77107225;visite-de-lagro-campus-des-2-vallees-et-presentation-des-projets-realises-par-les-apprenants;Visite de l'Agro Campus des 2 vallées et présentation des projets réalisés par les apprenants;Sur invitation :   Nous vous invitons à venir découvrir les nouveaux bâtiments, nos actions réalisées et les projets par les apprenants de la classe de 2nde scolaire du Lycée Agricole de Montoire;2026-06-05;2026-06-05;09:30–12:30;Vendredi 5 juin, 09h30;Entrée Parking Jules LADOUMEGUE Montoire sur le Loire;Jules LADOUMEGUE Montoire-sur-le-Loir 41800, 41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.750349;0.873469;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
74042585;rendez-vous-aux-jardins-du-plessis-sasnieres;Rendez-vous aux jardins du Plessis-Sasnières;Rendez-vous aux Jardins - Jardin du Plessis Sasnières. Thème de l’année : « La vue ». Venez découvrir la face cachée du jardin. Rendez-vous aux Jardins - Jardin du Plessis Sasnières. Rendez-vous aux j;2026-06-06;2026-06-07;00:00–23:59;6 et 7 juin;Jardin du Plessis Sasnières;3 allée Rosamée Henrion, 41310 Sasnières;41310;Sasnières;47.719124;0.932327;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
25757223;vendome-ville-dart-et-dhistoire-rendez-vous-aux-jardins;Vendôme Ville d'Art et d'Histoire - Rendez-vous aux jardins;Rendez-vous aux jardins Thème national « La vue » Rendez-vous aux jardins. Thème national « La vue », samedi 6 juin : le parc Ronsard. En mêlant botanique et vues anciennes, explorez l’ancien jardin e;2026-06-06;2026-06-06;00:00–23:59;Samedi 6 juin, 00h00;VendômeParc Ronsard;41100 Vendôme;41100;Vendôme;47.793315;1.066256;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
44766849;visite-decouverte-5247245;Visite découverte;Petit jardin qui procure de grands bonheurs, contemplation, réflexion, plaisir de regarder pousser.;2026-06-06;2026-06-07;09:00–19:00;6 et 7 juin;Jardin des Voisins;7 rue Marie-Dubois 41800 Vallée-de Ronsard, 41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.753405;0.685585;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
74520875;une-visite-avec-une-vue-sur-le-village-6031703;Une visite avec une vue sur le village;Le jardin du vieil arbre vous offre une vue magnifique sur le village.   Jardin de poche avec son carré potager et le poirier trois fois centenaire qui veille sur le jardin.;2026-06-06;2026-06-07;09:00–19:00;6 et 7 juin;Jardin du vieil arbre;17 l'allée 41800 vallée de Ronsard, 41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.746495;0.688447;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
90514472;visite-decouverte-7661310;Visite découverte;Un beau jardin où se côtoient un potager soigné, des vivaces variées.;2026-06-06;2026-06-07;09:00–19:00;6 et 7 juin;Le jardin du Pin;Le Pin, Couture-sur-Loir, 41800 Vallée de Ronsard, 41800 Vallée-de-Ronsard;41800;Vallée-de-Ronsard;47.756754;0.701059;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
