uid;slug;titre;description;date_debut;date_fin;horaires;dates_texte;lieu_nom;adresse;code_postal;commune;latitude;longitude;categorie;gratuit;image_url;url_source;agenda_source;date_extraction
69914142;exposition-les-petits-mythos-a-montoire-sur-le-loir;Exposition « Les petits Mythos » à Montoire-sur-le Loir;Entrez dans les coulisses de la BD « Les Petits Mythos » de Cazenove et Larbier. Exposition « Les petits Mythos » à Montoire-sur-le Loir. Découvrez l’enfance des plus grands acteurs de la mythologie g;2026-04-01;2026-04-30;15:00–19:00;1 - 30 avril;Médiathèque Nef EuropaQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751889;0.861139;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
19545423;exposition-mission-potager-a-savigny-sur-braye;Exposition « Mission potager » à Savigny-sur-Braye;Nouvelle exposition à découvrir dans votre médiathèque ! Exposition « Mission potager » à Savigny-sur-Braye. Exposition ludique et pédagogique pour découvrir les fruits, les légumes et apprendre à les;2026-03-31;2026-04-25;15:00–19:00;31 mars - 25 avril;Médiathèque-Ludothèque Agora Braye;7 Rue Hélène Boucher, 41360 Savigny-sur-Braye;41360;Savigny-sur-Braye;47.880414;0.807572;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
98033919;exposition-protegeons-les-oceans-a-selommes;"Exposition ""Protégeons les océans"" à Selommes";"Nouvelle exposition à découvrir dans votre médiathèque. Exposition ""Protégeons les océans"" à Selommes. Découvrez l’exposition « Protégeons les océans » à Selommes et plongez au cœur des enjeux liés à";2026-03-25;2026-04-25;15:00–17:00;25 mars - 25 avril;Médiathèque17 bis;rue Bout de Haies, 41100 Selommes;41100;Selommes;47.753757;1.192781;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
70894365;sejours-decriture-a-saint-firmin-des-pres;Séjours d'écriture à Saint-Firmin-des-Prés;Cette école d’écriture, présente depuis plus de 40 ans à Paris, Bordeaux et Lyon, propose, en complément de ses formations régulières, des séjours d’écriture dans plusieurs régions de France, offrant;2026-04-09;2026-06-07;00:00–23:59;9 avril - 7 juin;Le Kampus;6 Route de l'Auseys, 41100 Saint-Firmin-des-Prés;41100;Saint-Firmin-des-Prés;47.841704;1.114055;Littérature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
32384949;lhectare-plateaux-partages-a-vendome;"L'Hectare ""Plateaux partagés"" à Vendôme";"Education artistique et culturelle. L'Hectare ""Plateaux partagés"" à Vendôme. Les plateaux partagés, c’est la conclusion de plusieurs mois de travail avec de nombreux partenaires du territoire et des a";2026-04-09;2026-04-11;00:00–23:59;9 - 11 avril;Le Minotaure / Théâtre;8 Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791968;1.071734;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
10318904;heure-du-conte-des-tout-petits-a-selommes;Heure du conte des tout-petits à Selommes;Petites histoires et grandes émotions. Heure du conte des tout-petits à Selommes. Installez-vous confortablement, laissez votre imagination s'envoler et préparez-vous à découvrir une histoire merveill;2026-04-09;2026-04-09;00:00–23:59;Jeudi 9 avril, 00h00;Médiathèque17B;Rue du Bout des Haies, 41100 Selommes;41100;Selommes;47.75543;1.1925;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59835075;cours-de-cuisine-a-loir-en-vallee;Cours de cuisine à Loir-en-Vallée;Un cours de cuisine = un thème différent ! Cour de cuisine à Loir-en-Vallée. Après un cours avec le Chef Mikaël vous serez un cordon bleu à la maison. Vous repartez du cours avec un plat pour 4 person;2026-04-09;2026-04-09;00:00–23:59;Jeudi 9 avril, 00h00;Restaurant au jardin des Saveurs;3 Rue du Val de Braye, 72310 Loir en Vallée;;Loir en Vallée;47.77096;0.70131;Gastronomie;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
73618510;la-jeunesse-bouquine-heure-du-conte-des-tout-petits-5204192;La Jeunesse bouquine - Heure du conte des tout-petits;La Jeunesse bouquine - Heure du conte des tout-petits;2026-04-09;2026-04-09;00:00–23:59;Jeudi 9 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Heure du conte;;;;Territoires Vendômois;2026-04-07
68613517;participez-au-ptit-dej-de-lemploi-4400687;"Participez au ""p'tit déj de l'emploi"" !";Vous cherchez un emploi ? Venez à la rencontre des secteurs qui recrutent ! Participez au p'tit déj de l'emploi et rencontrez des professionnels de l'emploi, de la formation et de la mobilité.;2026-04-09;2026-04-09;09:00–11:00;Jeudi 9 avril, 09h00;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;['Insertion'];;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
88252561;devenez-monteur-cableur-hf-au-sein-de-lentreprise-epsys-a-montoire-recrutement-sans-cv-6657148;Devenez monteur-câbleur h/f au sein de l'entreprise Epsys à Montoire ! Recrutement sans CV !;Participez à une réunion d'informations au sein de l'entreprise EPSYS, filiale du Groupe Cahors, et découvrez une opportunité unique de vous former au métier de monteur-câbleur via une POEI (Prépar;2026-04-09;2026-04-09;09:30–12:00;Jeudi 9 avril, 09h30;Montoire-sur-le-Loir - Agence VENDOME;41800 Montoire-sur-le-Loir, 41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.754547;0.858403;['#TousMobilisés' | 'Recrutement sans CV'];;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
2601949;randonnee-en-orientation-a-besse-sur-braye;Randonnée en orientation à Bessé-sur-Braye;Le Sarthe Orient tour fait étape à Bessé sur Braye. Randonnée en orientation à Bessé-sur-Braye. La Rand'Onnée en orientation, organisée par l’association Azimut 72, se déroulera en nocturne le vendred;2026-04-10;2026-04-11;00:00–23:59;10 et 11 avril;Bessé-sur-Braye;Allée des Lions - Château de Courtanvaux, 72310 Bessé-sur-Braye;;Bessé-sur-Braye;47.833387;0.753144;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
13036862;la-jeunesse-bouquine-les-explorateurs-du-livre-4576195;La jeunesse Bouquine - Les explorateurs du livre;La jeunesse Bouquine - Les explorateurs du livre;2026-04-10;2026-04-10;00:00–23:59;Vendredi 10 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
81456765;concert-de-printemps-2029562;Concert de printemps;Concert de printemps Concert de printemps AVF Vendôme avec les chorales Chœur du Loir et Chanteloire (Amis de la musique de la Chaussée Saint-Victor.;2026-04-10;2026-04-10;00:00–23:59;Vendredi 10 avril, 00h00;Vendôme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793092;1.065706;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
80918266;porte-ouverte-a-latelier-de-nyne-a-villiers-sur-loir;Porte ouverte à l'atelier de Nyne à Villiers-sur-Loir;Porte ouverte dans le cadre des journées européennes des métiers d'art... Porte ouverte à l'atelier de Nyne à Villiers-sur-Loir. Nyne est artisan d’art, spécialisée en peinture décorative : customisat;2026-04-10;2026-04-12;10:00–19:00;10 - 12 avril;Atelier de Nyne;102 Avenue Pierre Armand Colin, 41100 Villiers-sur-Loir;41100;Villiers-sur-Loir;47.812351;0.975064;Portes ouvertes;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
90027291;randonnee-historique-w3-quartier-general-allemand-a-saint-rimay;Randonnée historique W3-Quartier Général Allemand à Saint Rimay;Partez sur les marches de l'Histoire pour une randonnée historique de 3h30 pour un parcours de 6km. Randonnée historique W3-Quartier Général Allemand à Saint Rimay. Après l'invasion des pays du nord d;2026-04-11;2026-06-09;00:00–23:59;11 avril - 9 juin;Départ du Tunnel (côté Montoire);7 rue du Tunnel, 41800 Saint-Rimay;41800;Saint-Rimay;47.768265;0.917141;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
21200463;sortie-plantes-sauvages-comestibles-de-sous-bois-au-plessis-dorin;Sortie plantes sauvages comestibles de sous-bois au Plessis Dorin;Balade nature pour en savoir plus sur les plantes sauvages comestibles. Sortie plantes sauvages comestibles de sous-bois au Plessis Dorin. Cette sortie de terrain se veut comme une immersion en sous-b;2026-04-11;2026-04-11;00:00–23:59;Samedi 11 avril, 00h00;Domaine de Boisvinet;41170 Le Plessis-Dorin;41170;Le Plessis-Dorin;48.072365;0.880296;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
27587276;partage-de-lectures-1926633;Partage de lectures;Partage de lectures;2026-04-11;2026-04-11;00:00–23:59;Samedi 11 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
78780489;partage-de-lecture-a-selommes-7734408;Partage de lecture à Selommes;Passionnés de lecture ou pas ? Partage de lecture à Selommes. Venez passer un moment d'échanges, de débats et de partage. Chaque participant apporte et présente son livre : roman, poésie, BD. Tous les;2026-04-11;2026-04-11;00:00–23:59;Samedi 11 avril, 00h00;Médiathèque17 bis;rue Bout de Haies, 41100 Selommes;41100;Selommes;47.753757;1.192781;Littérature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
81918892;ciclic-animation-cine-ptit-dej-des-tresors-plein-ma-poche-a-vendome;"Ciclic Animation - Ciné-p'tit déj : ""Des trésors plein ma poche"" à Vendôme";"Moment Ciné-p'tit déj ! Ciclic Animation - Ciné-p'tit déj : ""Des trésors plein ma poche"" à Vendôme. Qu’on ait dans la poche un petit bonhomme, une flûte ou beaucoup de courage, on a tous un secret pou";2026-04-11;2026-04-11;00:00–23:59;Samedi 11 avril, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
1862161;journees-europeennes-des-metiers-dart-de-boursay-a-saint-agil;Journées européennes des métiers d'art de Boursay à Saint-Agil;Les JEMA sont des rencontres avec les métiers d’art : portes ouvertes, démonstrations, ateliers et visites. Elles ont lieu chaque année au printemps, partout en France et en Europe. Ouvertes à tous, e;2026-04-11;2026-04-12;10:00–19:00;11 et 12 avril;Perche Vendômois;41270 Boursay;41270;Boursay;48.018601;0.969126;Artisanat;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
13734137;troo-au-feminin-a-troo;Trôo au féminin à Trôo !;Durant ce week-end, en l'honneur de la journée internationale de la Femme, le village met à l'honneur des artistes femmes... Trôo au féminin à Trôo ! A l'occasion de la journée internationale des droi;2026-04-11;2026-04-12;10:00–18:00;11 et 12 avril;Le villageTroo;41800 Troo;41800;Troo;47.777207;0.797909;Exposition;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
22897224;mike-brant-50-ans-chante-par-amaury-vassili-a-vendome;Mike Brant « 50 ans » chanté par Amaury Vassili à Vendôme;L’association Loir Événements propose des spectacles variés – humour, théâtre, chanson – accessibles à tous les publics. Ces représentations, principalement organisées au Minotaure de Vendôme, viennen;2026-04-12;2026-04-12;00:00–23:59;Dimanche 12 avril, 00h00;Minotaure;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.791978;1.071733;Festivals | concerts et spectacles;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
22988711;concerts-des-amis-de-la-musique-en-vendomois-a-vendome;Concerts des Amis de la Musique en Vendômois à Vendôme;Que vive la mémoire, que vive la musique ! Concerts des Amis de la Musique en Vendômois à Vendôme. La saison 2025-2026 des Amis de la Musique en Vendômois se distingue par l'absence du fondateur Amaur;2026-04-12;2026-04-12;00:00–23:59;Dimanche 12 avril, 00h00;Eglise de la Madeleine;Rue de l'Abbaye, 41100 Vendôme;41100;Vendôme;47.791595;1.06817;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
34630556;land-art-sur-le-chemin-du-vieux-bocage-a-le-temple;Land Art sur le Chemin du vieux bocage à Le Temple;Le Land Art, savez‑vous ce que c’est ? Land Art sur le Chemin du vieux bocage à Le Temple. Venez découvrir d'une tout autre manière cet Espace Naturel Sensible grâce au Land Art. Laissez libre cours à;2026-04-13;2026-04-13;00:00–23:59;Lundi 13 avril, 00h00;Le Temple;Place du Temple, 41170 Le Temple;41170;Le Temple;47.932304;0.935233;Nature et détente;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
46790569;atelier-de-creation-aux-vacances-de-printemps-a-saint-agil;Atelier de création aux vacances de printemps à Saint Agil;Cirque et théâtre avec Carine Nunes et Laurence Thuillier Atelier de création aux vacances de printemps à Saint Agil. Ambiance gréco-égypto-romaine : place aux déesses et aux dieux ! Les modalités son;2026-04-13;2026-04-17;10:00–17:00;13 - 17 avril;La Grange de l'Echalier;41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.03579;0.92628;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
81272714;boostez-votre-carriere-en-decouvrant-les-opportunites-de-formation-sur-vendome-323737;Boostez votre carrière en découvrant les opportunités de formation sur Vendôme;Vous vous questionnez sur les formations possibles ? Venez découvrir les opportunités du territoire vendômois en participant aux Lundis de la Formation ! L'accueil se fera Salle du Temple, Rue Jacq;2026-04-13;2026-04-13;14:00–16:00;Lundi 13 avril, 14h00;Vendôme - Agence VENDOME;41100 Vendôme, 41100 Vendôme;41100;Vendôme;47.787418;1.071736;"['#TousMobilisés' | 'Découverte formation' | ""S'informer""]";;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
9803476;partage-de-lecture-savigny-sur-braye;Partage de lecture Savigny-sur-Braye;Venez partager vos coups de coeur (ou vos déceptions) en toute convivialité. Partage de lecture Savigny-sur-Braye. Vous aimez lire ? Vous aimez discuter et échanger autour de vos lectures ? Venez écha;2026-04-14;2026-06-12;00:00–23:59;14 avril - 12 juin;Médiathèque-Ludothèque Agora Braye;7 Rue Hélène Boucher, 41360 Savigny-sur-Braye;41360;Savigny-sur-Braye;47.880414;0.807572;Littérature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
46635670;le-printemps-des-6-10-ans-decouvrir-le-patrimoine-en-samusant;Le printemps des 6 - 10 ans - Découvrir le patrimoine en s'amusant;"S’amuser tout en découvrant le patrimoine de Vendôme. Vendôme Ville d'Art et d'Histoire : 2 ateliers des 6-10 ans : ""Bâtisseurs de cathédrales"" le mardi 14 avril 2026. Les enfants découvriront comment";2026-04-14;2026-04-21;00:00–23:59;14 - 21 avril;RV Cour du cloître de la Trinité;5 Rue de l'Abbaye, 41100 Vendôme;41100;Vendôme;47.790924;1.068745;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
80167779;partage-de-lectures-8980499;Partage de lectures;Partage de lectures;2026-04-14;2026-04-14;00:00–23:59;Mardi 14 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
408237;la-jeunesse-bouquine-malle-coups-de-coeur-709624;La Jeunesse bouquine ! - Malle coups de coeur;La Jeunesse bouquine ! - Malle coups de coeur;2026-04-14;2026-04-30;10:00–18:00;14 - 30 avril;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;;;;;Territoires Vendômois;2026-04-07
96912298;vacances-de-paques-a-musikenfete;Vacances de Pâques à Musikenfête;Le musée Musikenfête s'anime pour les vacances... Vacances de Pâques à Musikenfête . Pendant les vacances, le musée propose des ateliers pour les enfants : conte musical avec pratique d’instruments dè;2026-04-14;2026-04-24;14:00–18:00;14 - 24 avril;MusikenfêteQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.752146;0.861605;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
34188547;heure-du-conte-7647855;Heure du conte;Heure du conte;2026-04-15;2026-04-15;00:00–23:59;Mercredi 15 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Heure du conte;;;;Territoires Vendômois;2026-04-07
37848092;eveil-musical-a-droue;Eveil musical à Droué;Moment musical dans votre médathèque. Eveil musical à Droué. Par la compagnie Ruisseau de Lune. 2 séances au choix. Réservation obligatoire.;2026-04-15;2026-04-15;00:00–23:59;Mercredi 15 avril, 00h00;Médiathèque;Route de Vendôme, 41270 Droué;41270;Droué;48.03887;1.0732;Musique;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
42334436;atelier-famille-a-vos-moulins-a-la-commanderie-darville;"Atelier famille ""A vos moulins !"" à la Commanderie d'Arville";Hugues Simoneau, médiateur historique, propose aux participants d’en apprendre plus sur ces machines ingénieuses, à vent ou à eau… avant de fabriquer leur propre moulin miniature. Atelier famille « À;2026-04-15;2026-04-15;00:00–23:59;Mercredi 15 avril, 00h00;Commanderie templière d'Arville1 ALLEE DE LA COMMANDERIEArville;41170 Couëtron-au-Perche;41170;Couëtron-au-Perche;48.06382;0.94781;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59973017;racontines-9681267;Racontines;Racontines;2026-04-15;2026-04-15;00:00–23:59;Mercredi 15 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Heure du conte;;;;Territoires Vendômois;2026-04-07
60740119;racontines-a-montoire-sur-le-loir;Racontines à Montoire-sur-le Loir;Temps d'écoute, de voyage, de rêves et de découvertes. Racontines à Montoire-sur-le Loir. Histoires, comptines et jeux de doigts pour les tout-petits de 0 à 3 ans. Sur réservation.;2026-04-15;2026-04-15;00:00–23:59;Mercredi 15 avril, 00h00;Médiathèque Nef EuropaQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751889;0.861139;Conférences | soirées contes;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
3835507;la-jeunesse-bouquine-les-explorateurs-du-livre-9040835;La jeunesse Bouquine - Les explorateurs du livre;La jeunesse Bouquine - Les explorateurs du livre;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
9300326;tour-du-loir-et-cher-en-vendomois-1749050;Tour du Loir-et-Cher en Vendômois;Du mercredi 15 au dimanche 19 avril 2026, le 65e Tour du Loir-et-Cher comprendra 5 étapes à travers le département pour une distance totale de 882 kilomètres. Tour du Loir-et-Cher en Vendômois. Le Ven;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;En Vendômois;41100 Vendôme;41100;Vendôme;47.797799;1.059645;Compétition sportive;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
47677350;apres-midi-ludique-5311546;Après-midi ludique;Après-midi ludique;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Jeu;;;;Territoires Vendômois;2026-04-07
61462963;la-jeunesse-bouquine-cine-jeunesse-5554252;La Jeunesse bouquine ! - Ciné-jeunesse;La Jeunesse bouquine ! - Ciné-jeunesse;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Projection;;;;Territoires Vendômois;2026-04-07
62444413;cine-jeunesse-a-montoire-sur-le-loir;Ciné-jeunesse à Montoire-sur-le Loir;Pause cinéma à la médiathèque de Montoire-sur-le Loir ! Ciné-jeunesse à Montoire-sur-le Loir. Un moment convivial pour les jeunes curieux d’image et de récit, amateurs ou passionnés, à vivre ensemble;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;Médiathèque Nef EuropaQuartier Marescot;41800 Montoire-sur-le-Loir;41800;Montoire-sur-le-Loir;47.751889;0.861139;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
64730341;conference-a-vendome;Conférence à Vendôme;Conférence dans le cadre de la 411ème Assemblée Générale de la Société archéologique du Vendômois. Conférence à Vendôme. Distribution et fonctions des pièces du donjon de Lavardin, sous Louis 1er de B;2026-04-17;2026-04-17;00:00–23:59;Vendredi 17 avril, 00h00;Porte Saint-Georges;Rue Poterie, 41100 Vendôme;41100;Vendôme;47.791015;1.064049;Conférence;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
82593481;permanence-compostelle-41-a-vendome;Permanence Compostelle 41 à Vendôme;L'association Compostelle 41 tiendra une permanence à l'Office de Tourisme à Vendôme. Permanence Compostelle 41 à Vendôme. Vous voulez des renseignements pour partir sur les chemins, pas de problèmes,;2026-04-18;2026-06-16;00:00–23:59;18 avril - 16 juin;Office de Tourisme;47 Rue Poterie, 41100 Vendôme;41100;Vendôme;47.793108;1.065662;Randonnées et sorties nature;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
63199738;la-jeunesse-bouquine-projection-film-jeunesse-918297;La Jeunesse bouquine - Projection film jeunesse;La Jeunesse bouquine - Projection film jeunesse;2026-04-18;2026-04-18;00:00–23:59;Samedi 18 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Projection;;;;Territoires Vendômois;2026-04-07
83038967;concert-rural-peace-la-rumeur-diff-men-trhoy-a-vendome;Concert : Rural Peace : LA RUMEUR + DIFF MEN + TRHOY … à Vendôme;Figures Libres présente... Concert : Rural Peace : LA RUMEUR + DIFF MEN + TRHOY … à Vendôme. C’est le retour de la RURAL PEACE ! Open Mic animé par Matka. Bar sur place, ramène ton gobelet !;2026-04-18;2026-04-18;00:00–23:59;Samedi 18 avril, 00h00;Le Minotaure - 3ème Volume;Rue César de Vendôme, 41100 Vendôme;41100;Vendôme;47.792013;1.07151;Concert;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
92675939;projection-dun-film-jeunesse-a-vendome-7221047;Projection d’un film jeunesse à Vendôme;Moment cinéma dans votre médiathèque ! Projection d’un film jeunesse à Vendôme. Venez découvrir une projection de film spécialement dédiée au jeune public. Un jeune ours quitte son pays pour l’Anglete;2026-04-18;2026-04-18;00:00–23:59;Samedi 18 avril, 00h00;MédiathèqueMédiathèque;Rue Poterie, 41100 Vendôme;41100;Vendôme;47.792556;1.065475;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
19788445;26eme-edition-fete-des-plantes-a-besse-sur-braye;26ème édition fête des plantes à Bessé-sur-Braye;Cette fête animée par Jean-Luc BOUTTIER accueillera près de 70 exposants . 26ème édition fête des plantes à Bessé-sur-Braye. Exposants : fleurs et plantes de toutes sortes, cactées, bougainvillées, ro;2026-04-18;2026-04-19;10:00–18:00;18 et 19 avril;Château de Courtanvaux - Parc du château;1 Avenue de Courtanvaux, 72310 Bessé-sur-Braye;;Bessé-sur-Braye;47.83519;0.74729;Foire ou salon;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
66268736;brocante-bourse-aux-livres-et-vinyles-a-busloup;Brocante, bourse aux livres et vinyles à Busloup;Venez vous perdre parmi les stands, explorer les différentes pépites et peut-être repartir avec quelques trouvailles qui enrichiront votre collection ou votre bibliothèque. Brocante, bourse aux livres;2026-04-19;2026-04-19;00:00–23:59;Dimanche 19 avril, 00h00;Salle des fêtes;1 Rue Jacques Rasquier, 41160 Busloup;41160;Busloup;47.89307;1.13211;Brocante;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
77400366;brocante-a-lignieres;Brocante à Lignières;Nos villages organisent une multitude de vide-greniers, bric-à-brac, brocantes et autres foires à tout. Brocante à Lignières. Vous aimez chiner ? Ne manquez pas cet événement ! La brocante est le comm;2026-04-19;2026-04-19;00:00–23:59;Dimanche 19 avril, 00h00;Lignières;41160 Lignières;41160;Lignières;47.863993;1.183865;Brocante;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
12504433;ciclic-animation-ciclic-animation-avec-le-temps-en-presence-de-melody-boulissiere-realisatrice-a-vendome-a-vendome;"Ciclic Animation - Ciclic Animation - ""Avec le temps"" : en présence de Mélody Boulissière, réalisatrice à Vendôme à Vendôme";"Projection suivie d'une rencontre avec Mélody Boulissière, coréalisatrice de Quelque chose de divin. Ciclic Animation - Ciclic Animation - ""Avec le temps"" : en présence de Mélody Boulissière, réalisat";2026-04-21;2026-04-21;00:00–23:59;Mardi 21 avril, 00h00;Ciclic Animation3 Allee le Yorktown;41100 Vendôme;41100;Vendôme;47.790128;1.070844;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
35527383;le-printemps-des-6-10-ans-atelier-creatures-fantastiques;"Le printemps des 6 - 10 ans : Atelier ""Créatures fantastiques""";"S’amuser tout en découvrant le patrimoine de Vendôme. Vendôme Ville d'Art et d'Histoire : Le printemps des 6-10 ans : ""Créatures fantastiques"" le mardi 21 avril 2026. Les enfants vont observer et cher";2026-04-21;2026-04-21;00:00–23:59;Mardi 21 avril, 00h00;RV Cour du cloître de la Trinité;5 Rue de l'Abbaye, 41100 Vendôme;41100;Vendôme;47.790924;1.068745;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
59023280;atelier-aquarelle-a-selommes-4697626;Atelier aquarelle à Selommes;Nouvel atelier dans votre médiathèque... Atelier aquarelle à Selommes. Immersion créative dans le bleu des océans. A partir de 9 ans. Jusqu’à 10 participants et sur inscription auprès de la DEJ (Direc;2026-04-21;2026-04-21;00:00–23:59;Mardi 21 avril, 00h00;Médiathèque17 bis;rue Bout de Haies, 41100 Selommes;41100;Selommes;47.753663;1.192781;;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
13630192;ciclic-animation-bonjour-lete-au-majestic-cine-vendome-a-vendome;"Ciclic Animation - ""Bonjour l'été"" au Majestic Ciné Vendôme ! à Vendôme";"Retrouvez Ciclic Animation au cinéma de Vendôme ! Ciclic Animation - ""Bonjour l'été"" au Majestic Ciné Vendôme ! à Vendôme. Ces courts métrages vous embarquent dans des récits ensoleillés, drôles et po";2026-04-22;2026-04-22;00:00–23:59;Mercredi 22 avril, 00h00;Majestic Vendôme;Rue Darreau, 41100 Vendôme;41100;Vendôme;47.802804;1.06935;Cinéma;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
45128949;la-jeunesse-bouquine-les-explorateurs-du-livre-2213962;La Jeunesse bouquine ! - Les explorateurs du livre;La Jeunesse bouquine ! - Les explorateurs du livre;2026-04-22;2026-04-22;00:00–23:59;Mercredi 22 avril, 00h00;Médiathèque de Vendôme;Parc Ronsard, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Club de lecture;;;;Territoires Vendômois;2026-04-07
70086665;atelier-creatif-pop-up-a-vendome-1346161;Atelier créatif pop-up à Vendôme;Moment artistique dans votre médiathèque. Atelier créatif pop-up à Vendôme. Pliez, découpez, collez…et regardez votre simple feuille devenir une carte en trois dimensions ! A partir de 6 ans;2026-04-22;2026-04-22;00:00–23:59;Mercredi 22 avril, 00h00;Médiathèque;Rue Poterie, 41100 Vendôme;41100;Vendôme;47.792608;1.065549;Stages et ateliers;;https://cdn.openagenda.com/main/;;Territoires Vendômois;2026-04-07
